_time,_value
2023-01-01 08:02:28+00:00,24.3915749
2023-01-01 08:07:28.200000+00:00,24.3915749
2023-01-01 08:12:30.100000+00:00,24.3915749
2023-01-01 08:17:30.300000+00:00,24.3915749
2023-01-01 08:22:30.600000+00:00,24.3915749
2023-01-01 08:27:30.600000+00:00,24.3915749
2023-01-01 08:32:30.700000+00:00,24.3915749
2023-01-01 08:37:30.800000+00:00,24.3915749
2023-01-01 08:42:30.700000+00:00,24.3915749
2023-01-01 08:47:31.100000+00:00,24.3915749
2023-01-01 08:52:31.100000+00:00,24.3915749
2023-01-01 08:57:31.100000+00:00,24.2395859
2023-01-01 09:02:31.400000+00:00,24.2395859
2023-01-01 09:07:31.600000+00:00,24.2395859
2023-01-01 09:12:30.800000+00:00,24.2395859
2023-01-01 09:17:31+00:00,24.2395859
2023-01-01 09:22:31.100000+00:00,24.2395859
2023-01-01 09:27:31.400000+00:00,24.2395859
2023-01-01 09:32:31.700000+00:00,24.2395859
2023-01-01 09:37:32+00:00,24.2395859
2023-01-01 09:42:32.100000+00:00,24.2395859
2023-01-01 09:47:32.200000+00:00,24.2395859
2023-01-01 09:52:32.300000+00:00,24.2395859
2023-01-01 09:57:32.200000+00:00,24.2395859
2023-01-01 10:02:32.400000+00:00,24.2395859
2023-01-01 10:07:32.500000+00:00,24.0875931
2023-01-01 10:12:32.900000+00:00,24.0875931
2023-01-01 10:17:33.100000+00:00,24.0875931
2023-01-01 10:22:33+00:00,24.0875931
2023-01-01 10:27:33.300000+00:00,24.0875931
2023-01-01 10:32:33.300000+00:00,24.0875931
2023-01-01 10:37:33.600000+00:00,24.0875931
2023-01-01 10:42:33.700000+00:00,24.0875931
2023-01-01 10:47:33.800000+00:00,24.0875931
2023-01-01 10:52:33.900000+00:00,24.0875931
2023-01-01 10:57:33.900000+00:00,24.0875931
2023-01-01 11:02:34+00:00,24.0875931
2023-01-01 11:07:34.300000+00:00,24.0875931
